contract_version,dataset_id,source_system,source_record_id,supplier_code,document_number,document_type,issue_date,posting_date,reporting_period_start,reporting_period_end,currency,declared_net,declared_tax,declared_gross,line_number,description,item_code,quantity,unit_price,net_amount,tax_category,tax_rate,tax_amount,gross_amount,line_currency
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000079,SUP-009,INV-202607-000079,INVOICE,2026-07-22,2026-07-22,2026-07-01,2026-08-01,SGD,1154.66,103.92,1258.58,2,"Synthetic service, invoice 000079 line 02",ITEM-002,4.0000,19.01,76.04,STANDARD_RATED,0.0900,6.84,82.88,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000079,SUP-009,INV-202607-000079,INVOICE,2026-07-22,2026-07-22,2026-07-01,2026-08-01,SGD,1154.66,103.92,1258.58,3,"Synthetic service, invoice 000079 line 03",ITEM-003,2.0000,151.61,303.22,STANDARD_RATED,0.0900,27.29,330.51,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000080,SUP-010,INV-202607-000080,INVOICE,2026-07-20,2026-07-22,2026-07-01,2026-08-01,SGD,510.70,45.97,556.67,1,"Synthetic service, invoice 000080 line 01",ITEM-001,1.0000,30.52,30.52,STANDARD_RATED,0.0900,2.75,33.27,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000080,SUP-010,INV-202607-000080,INVOICE,2026-07-20,2026-07-22,2026-07-01,2026-08-01,SGD,510.70,45.97,556.67,2,"Synthetic service, invoice 000080 line 02",ITEM-002,1.0000,480.18,480.18,STANDARD_RATED,0.0900,43.22,523.40,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000081,SUP-001,INV-202607-000081,INVOICE,2026-07-29,2026-07-30,2026-07-01,2026-08-01,SGD,1529.79,137.68,1667.47,1,"Synthetic service, invoice 000081 line 01",ITEM-001,4.0000,226.14,904.56,STANDARD_RATED,0.0900,81.41,985.97,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000081,SUP-001,INV-202607-000081,INVOICE,2026-07-29,2026-07-30,2026-07-01,2026-08-01,SGD,1529.79,137.68,1667.47,2,"Synthetic service, invoice 000081 line 02",ITEM-002,1.0000,172.93,172.93,STANDARD_RATED,0.0900,15.56,188.49,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000081,SUP-001,INV-202607-000081,INVOICE,2026-07-29,2026-07-30,2026-07-01,2026-08-01,SGD,1529.79,137.68,1667.47,3,"Synthetic service, invoice 000081 line 03",ITEM-003,1.0000,452.30,452.30,STANDARD_RATED,0.0900,40.71,493.01,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000082,SUP-002,INV-202607-000082,INVOICE,2026-07-28,2026-07-29,2026-07-01,2026-08-01,SGD,118.64,10.68,129.32,1,"Synthetic service, invoice 000082 line 01",ITEM-001,1.0000,118.64,118.64,STANDARD_RATED,0.0900,10.68,129.32,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000083,SUP-003,INV-202607-000083,INVOICE,2026-07-14,2026-07-16,2026-07-01,2026-08-01,SGD,1135.95,102.24,1238.19,1,"Synthetic service, invoice 000083 line 01",ITEM-001,5.0000,227.19,1135.95,STANDARD_RATED,0.0900,102.24,1238.19,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000084,SUP-004,INV-202607-000084,INVOICE,2026-07-20,2026-07-22,2026-07-01,2026-08-01,SGD,1218.99,109.71,1328.70,1,"Synthetic service, invoice 000084 line 01",ITEM-001,3.0000,406.33,1218.99,STANDARD_RATED,0.0900,109.71,1328.70,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000085,SUP-005,INV-202607-000085,INVOICE,2026-07-20,2026-07-22,2026-07-01,2026-08-01,SGD,559.11,50.32,609.43,1,"Synthetic service, invoice 000085 line 01",ITEM-001,3.0000,186.37,559.11,STANDARD_RATED,0.0900,50.32,609.43,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000086,SUP-006,INV-202607-000086,INVOICE,2026-07-18,2026-07-19,2026-07-01,2026-08-01,SGD,1915.22,172.37,2087.59,1,"Synthetic service, invoice 000086 line 01",ITEM-001,5.0000,354.49,1772.45,STANDARD_RATED,0.0900,159.52,1931.97,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000086,SUP-006,INV-202607-000086,INVOICE,2026-07-18,2026-07-19,2026-07-01,2026-08-01,SGD,1915.22,172.37,2087.59,2,"Synthetic service, invoice 000086 line 02",ITEM-002,1.0000,142.77,142.77,STANDARD_RATED,0.0900,12.85,155.62,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000087,SUP-007,INV-202607-000087,INVOICE,2026-07-15,2026-07-15,2026-07-01,2026-08-01,SGD,1452.21,130.70,1582.91,1,"Synthetic service, invoice 000087 line 01",ITEM-001,2.0000,136.93,273.86,STANDARD_RATED,0.0900,24.65,298.51,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000087,SUP-007,INV-202607-000087,INVOICE,2026-07-15,2026-07-15,2026-07-01,2026-08-01,SGD,1452.21,130.70,1582.91,2,"Synthetic service, invoice 000087 line 02",ITEM-002,5.0000,235.67,1178.35,STANDARD_RATED,0.0900,106.05,1284.40,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000088,SUP-008,INV-202607-000088,INVOICE,2026-07-20,2026-07-22,2026-07-01,2026-08-01,SGD,1018.26,91.65,1109.91,1,"Synthetic service, invoice 000088 line 01",ITEM-001,2.0000,64.88,129.76,STANDARD_RATED,0.0900,11.68,141.44,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000088,SUP-008,INV-202607-000088,INVOICE,2026-07-20,2026-07-22,2026-07-01,2026-08-01,SGD,1018.26,91.65,1109.91,2,"Synthetic service, invoice 000088 line 02",ITEM-002,2.0000,444.25,888.50,STANDARD_RATED,0.0900,79.97,968.47,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000089,SUP-009,INV-202607-000089,INVOICE,2026-07-28,2026-07-30,2026-07-01,2026-08-01,SGD,1235.81,111.23,1347.04,1,"Synthetic service, invoice 000089 line 01",ITEM-001,2.0000,498.03,996.06,STANDARD_RATED,0.0900,89.65,1085.71,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000089,SUP-009,INV-202607-000089,INVOICE,2026-07-28,2026-07-30,2026-07-01,2026-08-01,SGD,1235.81,111.23,1347.04,2,"Synthetic service, invoice 000089 line 02",ITEM-002,5.0000,47.95,239.75,STANDARD_RATED,0.0900,21.58,261.33,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000090,SUP-010,INV-202607-000090,INVOICE,2026-07-04,2026-07-04,2026-07-01,2026-08-01,SGD,1468.21,132.13,1600.34,1,"Synthetic service, invoice 000090 line 01",ITEM-001,5.0000,14.01,70.05,STANDARD_RATED,0.0900,6.30,76.35,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000090,SUP-010,INV-202607-000090,INVOICE,2026-07-04,2026-07-04,2026-07-01,2026-08-01,SGD,1468.21,132.13,1600.34,2,"Synthetic service, invoice 000090 line 02",ITEM-002,4.0000,349.54,1398.16,STANDARD_RATED,0.0900,125.83,1523.99,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000091,SUP-001,INV-202607-000091,INVOICE,2026-07-10,2026-07-10,2026-07-01,2026-08-01,SGD,3360.08,302.41,3662.49,1,"Synthetic service, invoice 000091 line 01",ITEM-001,5.0000,406.40,2032.00,STANDARD_RATED,0.0900,182.88,2214.88,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000091,SUP-001,INV-202607-000091,INVOICE,2026-07-10,2026-07-10,2026-07-01,2026-08-01,SGD,3360.08,302.41,3662.49,2,"Synthetic service, invoice 000091 line 02",ITEM-002,3.0000,191.08,573.24,STANDARD_RATED,0.0900,51.59,624.83,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000091,SUP-001,INV-202607-000091,INVOICE,2026-07-10,2026-07-10,2026-07-01,2026-08-01,SGD,3360.08,302.41,3662.49,3,"Synthetic service, invoice 000091 line 03",ITEM-003,4.0000,188.71,754.84,STANDARD_RATED,0.0900,67.94,822.78,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000092,SUP-002,INV-202607-000092,INVOICE,2026-07-09,2026-07-10,2026-07-01,2026-08-01,SGD,228.94,20.60,249.54,1,"Synthetic service, invoice 000092 line 01",ITEM-001,2.0000,114.47,228.94,STANDARD_RATED,0.0900,20.60,249.54,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000093,SUP-003,INV-202607-000093,INVOICE,2026-07-13,2026-07-13,2026-07-01,2026-08-01,SGD,3754.44,337.90,4092.34,1,"Synthetic service, invoice 000093 line 01",ITEM-001,3.0000,157.70,473.10,STANDARD_RATED,0.0900,42.58,515.68,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000093,SUP-003,INV-202607-000093,INVOICE,2026-07-13,2026-07-13,2026-07-01,2026-08-01,SGD,3754.44,337.90,4092.34,2,"Synthetic service, invoice 000093 line 02",ITEM-002,3.0000,339.73,1019.19,STANDARD_RATED,0.0900,91.73,1110.92,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000093,SUP-003,INV-202607-000093,INVOICE,2026-07-13,2026-07-13,2026-07-01,2026-08-01,SGD,3754.44,337.90,4092.34,3,"Synthetic service, invoice 000093 line 03",ITEM-003,5.0000,452.43,2262.15,STANDARD_RATED,0.0900,203.59,2465.74,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000094,SUP-004,INV-202607-000094,INVOICE,2026-07-14,2026-07-16,2026-07-01,2026-08-01,SGD,484.84,43.64,528.48,1,"Synthetic service, invoice 000094 line 01",ITEM-001,1.0000,484.84,484.84,STANDARD_RATED,0.0900,43.64,528.48,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000095,SUP-005,INV-202607-000095,INVOICE,2026-07-16,2026-07-16,2026-07-01,2026-08-01,SGD,1370.90,123.38,1494.28,1,"Synthetic service, invoice 000095 line 01",ITEM-001,5.0000,274.18,1370.90,STANDARD_RATED,0.0900,123.38,1494.28,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000096,SUP-006,INV-202607-000096,INVOICE,2026-07-08,2026-07-10,2026-07-01,2026-08-01,SGD,2588.21,232.94,2821.15,1,"Synthetic service, invoice 000096 line 01",ITEM-001,4.0000,425.27,1701.08,STANDARD_RATED,0.0900,153.10,1854.18,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000096,SUP-006,INV-202607-000096,INVOICE,2026-07-08,2026-07-10,2026-07-01,2026-08-01,SGD,2588.21,232.94,2821.15,2,"Synthetic service, invoice 000096 line 02",ITEM-002,1.0000,93.00,93.00,STANDARD_RATED,0.0900,8.37,101.37,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000096,SUP-006,INV-202607-000096,INVOICE,2026-07-08,2026-07-10,2026-07-01,2026-08-01,SGD,2588.21,232.94,2821.15,3,"Synthetic service, invoice 000096 line 03",ITEM-003,3.0000,264.71,794.13,STANDARD_RATED,0.0900,71.47,865.60,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000097,SUP-007,INV-202607-000097,INVOICE,2026-07-28,2026-07-29,2026-07-01,2026-08-01,SGD,1747.90,157.31,1905.21,1,"Synthetic service, invoice 000097 line 01",ITEM-001,5.0000,349.58,1747.90,STANDARD_RATED,0.0900,157.31,1905.21,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000098,SUP-008,INV-202607-000098,INVOICE,2026-07-25,2026-07-26,2026-07-01,2026-08-01,SGD,114.76,10.33,125.09,1,"Synthetic service, invoice 000098 line 01",ITEM-001,4.0000,28.69,114.76,STANDARD_RATED,0.0900,10.33,125.09,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000099,SUP-009,INV-202607-000099,INVOICE,2026-07-09,2026-07-09,2026-07-01,2026-08-01,SGD,1637.43,147.37,1784.80,1,"Synthetic service, invoice 000099 line 01",ITEM-001,3.0000,437.50,1312.50,STANDARD_RATED,0.0900,118.13,1430.63,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000099,SUP-009,INV-202607-000099,INVOICE,2026-07-09,2026-07-09,2026-07-01,2026-08-01,SGD,1637.43,147.37,1784.80,2,"Synthetic service, invoice 000099 line 02",ITEM-002,1.0000,324.93,324.93,STANDARD_RATED,0.0900,29.24,354.17,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000100,SUP-010,INV-202607-000100,INVOICE,2026-07-27,2026-07-27,2026-07-01,2026-08-01,SGD,2628.84,236.59,2865.43,1,"Synthetic service, invoice 000100 line 01",ITEM-001,4.0000,383.23,1532.92,STANDARD_RATED,0.0900,137.96,1670.88,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000100,SUP-010,INV-202607-000100,INVOICE,2026-07-27,2026-07-27,2026-07-01,2026-08-01,SGD,2628.84,236.59,2865.43,2,"Synthetic service, invoice 000100 line 02",ITEM-002,2.0000,279.10,558.20,STANDARD_RATED,0.0900,50.24,608.44,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000100,SUP-010,INV-202607-000100,INVOICE,2026-07-27,2026-07-27,2026-07-01,2026-08-01,SGD,2628.84,236.59,2865.43,3,"Synthetic service, invoice 000100 line 03",ITEM-003,4.0000,134.43,537.72,STANDARD_RATED,0.0900,48.39,586.11,SGD
